id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
151297,SOM-2014-1-770-381,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""Agence France Presse,2014-06-19,Kenyan troops kill five suspected attackers after coastal massacres: ministry"";""Reuters News,2014-06-19,UPDATE 1-Kenyan security forces kill five coast attack suspects"";""Xinhua News Agency,2014-06-19,Kenyan soldiers kill 5 suspects behind attack in Lamu""",Agence France Presse;Reuters News;Xinhua News Agency,2014-06-19;2014-06-19;2014-06-19,Kenyan troops kill five suspected attackers after coastal massacres: ministry;UPDATE 1-Kenyan security forces kill five coast attack suspects;Kenyan soldiers kill 5 suspects behind attack in Lamu,"interior ministry, senior Lamu county official",2,Bodhei village,Bodahai area in Lamu county,Lamu county,Lamu West constituency,-1.859910,40.716240,POINT (40.71624 -1.85991),127162,Kenya,KEN,501,Africa,1,1,2014-06-19 00:00:00.000,2014-06-19 00:00:00.000,0,5,0,0,5,5,5,520,
151303,SOM-2014-1-770-382,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,10,"""BBC Monitoring Africa,2014-07-09,Kenyan coastal attack survivors recount ordeal; claim Asian men led assault"";""BBC Monitoring Africa,2014-07-07,Kenyan police blame secessionist group for fresh attacks in coastal region"";""Reuters News,2014-07-06,UPDATE 6-Gunmen kill at least 29 in latest raids on Kenyan coast"";""BBC Monitoring Africa,2014-07-06,Al-Shabab spokesman claims attack on Kenyan coast"";""Associated Press Newswires,2014-07-06,Red Cross: 22 dead in attacks on Kenyan coast"";""Agence France Presse,2014-07-06,Over 20 killed in Kenya coastal attacks: police, aid agency"";""Agence France Presse,2014-07-06,At least 18 killed in new attacks in Kenyan coastal region"";""Agence France Presse,2014-07-06,Thirteen killed in new attacks in Kenya's Lamu coastal region: Red Cross"";""Agence France Presse,2014-07-06,Shooting reported in violence-hit Kenyan coastal region"";""Xinhua News Agency,2014-07-06,1st LD: At least 15 killed in twin attacks on Kenya's coastal region""",BBC Monitoring Africa;BBC Monitoring Africa;Reuters News;BBC Monitoring Africa;Associated Press Newswires;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Xinhua News Agency,2014-07-09;2014-07-07;2014-07-06;2014-07-06;2014-07-06;2014-07-06;2014-07-06;2014-07-06;2014-07-06;2014-07-06,"Kenyan coastal attack survivors recount ordeal; claim Asian men led assault;Kenyan police blame secessionist group for fresh attacks in coastal region;UPDATE 6-Gunmen kill at least 29 in latest raids on Kenyan coast;Al-Shabab spokesman claims attack on Kenyan coast;Red Cross: 22 dead in attacks on Kenyan coast;Over 20 killed in Kenya coastal attacks: police, aid agency;At least 18 killed in new attacks in Kenyan coastal region;Thirteen killed in new attacks in Kenya's Lamu coastal region: Red Cross;Shooting reported in violence-hit Kenyan coastal region;1st LD: At least 15 killed in twin attacks on Kenya's coastal region",Kenyan Red Cross; Regional Police commander Robert Kitur; al-Shabaab,1,Gamba locality,Gamba locality in Tana River county,Tana River county,,-2.268374,40.184670,POINT (40.18467 -2.268374),126441,Kenya,KEN,501,Africa,1,1,2014-07-05 00:00:00.000,2014-07-05 00:00:00.000,1,0,0,8,9,20,9,520,
155225,SOM-2014-1-770-318,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""All Africa,2014-11-03,Six Shabaab Killed in KDF Barracks, AP Camp Attacks""",All Africa,2014-11-03,"Six Shabaab Killed in KDF Barracks, AP Camp Attacks",KDF spokesman Colonel David Obonyo,3,Nyali Constitiency,KDF Nyali Barracks in Mombasa,Mombasa county,Nyali Constitiency,-4.027884,39.708183,POINT (39.708183 -4.027884),123560,Kenya,KEN,501,Africa,1,1,2014-11-02 00:00:00.000,2014-11-02 00:00:00.000,0,6,0,0,6,6,6,520,
152642,SOM-2014-1-770-387,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2014-12-23,Al-Shabab claims responsibility for northeast Kenya police deaths""",BBC Monitoring Africa,2014-12-23,Al-Shabab claims responsibility for northeast Kenya police deaths,al-shabaab,4,Wajir county,Wajir,Wajir county,,1.750000,40.016667,POINT (40.016667 1.75),132201,Kenya,KEN,501,Africa,1,1,2014-12-23 00:00:00.000,2014-12-23 00:00:00.000,0,0,0,0,0,2,0,520,
206225,SOM-2015-1-770-133,2015,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""All Africa,2015-01-15,KDF Kills Five Shabaab Raiders in Lamu Ambush"";""BBC Monitoring Africa,2015-01-16,Al-Shabab, Amisom issue conflicting claims over fighting in southeastern Kenya"";""Agence France Presse,2015-01-14,Six dead in Kenya as troops battle Somali gunmen: army""",All Africa;BBC Monitoring Africa;Agence France Presse,2015-01-15;2015-01-16;2015-01-14,"KDF Kills Five Shabaab Raiders in Lamu Ambush;Al-Shabab, Amisom issue conflicting claims over fighting in southeastern Kenya;Six dead in Kenya as troops battle Somali gunmen: army",army spokesman David Obonyo; Local residents; Al-Shabab,2,Basuba locality,"on the mainland in Lamu country near Basuba, over 60 kilometres (40 miles) north of Lamu island",Lamu county,Lamu East constituency,-1.769805,41.058928,POINT (41.058928 -1.769805),127163,Kenya,KEN,501,Africa,1,1,2015-01-14 00:00:00.000,2015-01-14 00:00:00.000,1,5,0,0,6,21,6,520,
463431,SOM-2023-1-750-199,2023,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""The Star (Kenya),2023-01-23,Terror attacks halt works on crucial Lapsset project""",The Star (Kenya),2023-01-23,Terror attacks halt works on crucial Lapsset project,,2,Bodhei village,Algeis Malhadhon Adam area near Bodhai police camp,Lamu county,Lamu West constituency,-1.859910,40.716240,POINT (40.71624 -1.85991),127162,Kenya,KEN,501,Africa,1,1,2023-01-17 00:00:00.000,2023-01-17 00:00:00.000,0,0,0,6,6,6,6,520,
35263,ETH-1999-1-55-3,1999,1,Clear,1,413,413,Ethiopia: Oromiya,869,869,Government of Ethiopia - OLF,97,97,Government of Ethiopia,551,551,OLF,-1,"Xinhua 17/1-99, BBC Monitoring Newsfile 18/1-99",,,,Moyale District Commissioner Stephen Kipkabut,1,Dambala Fuchana village,Dambala Fuchana village (65 km from the north Kenyan border town of Moyale),Eastern province,Moyale district,3.500000,38.750000,POINT (38.75 3.5),135078,Kenya,KEN,501,Africa,1,1,1999-01-16 00:00:00.000,1999-01-16 00:00:00.000,14,4,0,0,18,18,18,530,
35209,ETH-1999-1-55-13,1999,1,Clear,1,413,413,Ethiopia: Oromiya,869,869,Government of Ethiopia - OLF,97,97,Government of Ethiopia,551,551,OLF,-1,"Global Intelligence Update, June 11 1999",,,,,3,Moyale district,"Moyale district, Eastern Province",Eastern province,Moyale district,3.516389,39.069167,POINT (39.069167 3.516389),135079,Kenya,KEN,501,Africa,1,1,1999-06-08 00:00:00.000,1999-06-08 00:00:00.000,0,0,0,0,0,2,0,530,
35148,ETH-2001-1-55-6,2001,1,Clear,1,413,413,Ethiopia: Oromiya,869,869,Government of Ethiopia - OLF,97,97,Government of Ethiopia,551,551,OLF,-1,Xinhua 2001-01-13,,,,Kenyan government,3,Moyale district,"Oitipe Manyatta, Uran Division, Moyale district, Eastern Province",Eastern province,Moyale district,3.516389,39.069167,POINT (39.069167 3.516389),135079,Kenya,KEN,501,Africa,1,1,2001-01-11 00:00:00.000,2001-01-11 00:00:00.000,0,0,0,10,10,10,10,530,
209200,ETH-2015-1-55-0,2015,1,Clear,1,413,413,Ethiopia: Oromiya,869,869,Government of Ethiopia - OLF,97,97,Government of Ethiopia,551,551,OLF,3,"""BBC Monitoring Africa,2015-06-01,Ethiopian troops cross border into Kenya; kill security guard - paper"";""Daily Nation,2015-05-30,Man killed as Ethiopian soldiers invade again"";""PANAPRESS - Pan African News Agency,2015-05-31,Kenya: Kenya concerned over Ethiopian military incursion""",BBC Monitoring Africa;Daily Nation;PANAPRESS - Pan African News Agency,2015-06-01;2015-05-30;2015-05-31,Ethiopian troops cross border into Kenya; kill security guard - paper;Man killed as Ethiopian soldiers invade again;Kenya: Kenya concerned over Ethiopian military incursion,"Pastor Joel Muguika; locals; the area police commander, Thomas Atuti",1,Moyale town,"Sessi, Moyale subcounty",Marsabit county,Moyale constituency,3.521600,39.054720,POINT (39.05472 3.5216),135079,Kenya,KEN,501,Africa,1,1,2015-05-31 00:00:00.000,2015-05-31 00:00:00.000,0,0,0,1,1,1,1,530,
43870,KEN-1989-3-500-1,1989,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,2,"""Reuters News,1989-03-09,BOMBING OF KENYAN VILLAGE DENIED."";""Reuters News,1989-03-08,KENYA SAYS UGANDAN MILITARY AIRCRAFT BOMBED REMOTE TOWN.""",Reuters News;Reuters News,1989-03-09;1989-03-08,BOMBING OF KENYAN VILLAGE DENIED.;KENYA SAYS UGANDAN MILITARY AIRCRAFT BOMBED REMOTE TOWN.,officials of ICRC/ Kenyan govt statement,1,Lokichokio town,Lokichokio town,Rift Valley province,Turkana district,4.207113,34.363843,POINT (34.363843 4.207113),135789,Kenya,KEN,501,Africa,1,1,1989-03-07 00:00:00.000,1989-03-07 00:00:00.000,0,0,3,0,3,3,3,500,
43924,KEN-2008-3-500-1.3,2008,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Gem town,Gem town,Nyanza province,Homa Bay district,-0.633333,34.566667,POINT (34.566667 -0.633333),128590,Kenya,KEN,501,Africa,1,1,2008-01-20 00:00:00.000,2008-01-20 00:00:00.000,0,0,0,0,0,1,0,500,
43746,KEN-2008-3-500-1.1,2008,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Nyatike town,Nyatike town,Nyanza province,Migori district,-0.750000,34.633333,POINT (34.633333 -0.75),128590,Kenya,KEN,501,Africa,1,1,2008-01-20 00:00:00.000,2008-01-20 00:00:00.000,0,0,0,0,0,1,0,500,
43784,KEN-2008-3-500-1.4,2008,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Bondo town,Bondo town,Nyanza province,Siaya district,-0.100000,34.266667,POINT (34.266667 -0.1),129309,Kenya,KEN,501,Africa,1,1,2008-01-20 00:00:00.000,2008-01-20 00:00:00.000,0,0,0,0,0,1,0,500,
43812,KEN-2008-3-500-1.5,2008,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Ugenya town,Ugenya town,Nyanza province,Homa Bay district,-0.266667,34.816667,POINT (34.816667 -0.266667),129310,Kenya,KEN,501,Africa,1,1,2008-01-20 00:00:00.000,2008-01-20 00:00:00.000,0,0,0,0,0,1,0,500,
43842,KEN-2008-3-500-1.2,2008,0,Clear,3,90,468,Government of Uganda - Civilians,90,935,Government of Uganda - Civilians,90,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Mbita town,Mbita town,Nyanza province,Homa Bay district,-0.416667,34.200000,POINT (34.2 -0.416667),129309,Kenya,KEN,501,Africa,1,1,2008-01-20 00:00:00.000,2008-01-20 00:00:00.000,0,0,0,0,0,1,0,500,
44423,KEN-1990-3-501-1,1990,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1990-05-28,,,,Kenyan church leader,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1990-05-25 00:00:00.000,1990-05-25 00:00:00.000,0,0,7,0,7,7,2,501,
43905,KEN-1992-3-501-1,1992,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1992-04-03,,,,police,1,Kiambu town,Kiambu town,Central province,Kiambu district,-1.166667,36.833333,POINT (36.833333 -1.166667),127874,Kenya,KEN,501,Africa,1,1,1992-04-02 00:00:00.000,1992-04-02 00:00:00.000,0,0,0,0,0,1,0,501,
43380,KEN-1992-3-501-3,1992,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1992-05-26,,,,health officials,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,1992-05-26 00:00:00.000,1992-05-26 00:00:00.000,0,0,1,0,1,1,1,501,
43891,KEN-1992-3-501-4,1992,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1992-08-18,,,,refugees told relief workers,2,Nairobi city,Nairobi city (near),Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1992-08-18 00:00:00.000,1992-08-18 00:00:00.000,0,0,1,0,1,1,1,501,
44243,KEN-1992-3-501-6,1992,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1992-12-30,,,,Kenya television,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,1992-12-29 00:00:00.000,1992-12-29 00:00:00.000,0,0,1,0,1,1,1,501,
43710,KEN-1993-3-501-1,1993,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1993-08-10,,,,court prosecutors,1,Molo town,Molo town,Rift Valley province,Nakuru district,-0.250000,35.733333,POINT (35.733333 -0.25),129312,Kenya,KEN,501,Africa,1,1,1993-08-01 00:00:00.000,1993-08-01 00:00:00.000,0,0,1,0,1,1,1,501,
44424,KEN-1994-3-501-2,1994,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1994-08-21,,,,The Daily Nation newspaper,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,4,1994-06-01 00:00:00.000,1994-06-30 00:00:00.000,0,0,5,0,5,5,5,501,
43401,KEN-1994-3-501-1,1994,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1994-08-21,,,,Nairobi newspapers,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1994-08-11 00:00:00.000,1994-08-11 00:00:00.000,0,0,1,0,1,1,1,501,
44076,KEN-1995-3-501-2,1995,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,"KTN TV/BBC, 1995-07-25",,,,KTN TV,2,Kisii town,Kisii town (near),Nyanza province,Kisii Central district,-0.683333,34.766667,POINT (34.766667 -0.683333),128590,Kenya,KEN,501,Africa,1,1,1995-07-23 00:00:00.000,1995-07-23 00:00:00.000,0,0,4,0,4,4,4,501,
43841,KEN-1996-3-501-2,1996,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1996-12-18,,,,commercial Kenya TV Network,1,Njoro town,Njoro town,Rift Valley province,Nakuru district,-0.333333,35.933333,POINT (35.933333 -0.333333),129312,Kenya,KEN,501,Africa,1,1,1996-12-17 00:00:00.000,1996-12-17 00:00:00.000,0,0,1,0,1,1,1,501,
44124,KEN-1996-3-501-1,1996,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1996-12-18,,,,commercial Kenya TV Network,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1996-12-18 00:00:00.000,1996-12-18 00:00:00.000,0,0,2,0,2,2,2,501,
44133,KEN-1997-3-501-1,1997,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1997-04-11,,,,Reuters,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1997-03-28 00:00:00.000,1997-03-28 00:00:00.000,0,0,1,0,1,1,1,501,
44078,KEN-1997-3-501-2,1997,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 1997-07-07,,,,witnesses and police,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,1997-07-07 00:00:00.000,1997-07-07 00:00:00.000,0,0,9,0,9,9,9,501,
43760,KEN-2000-3-501-1,2000,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Xinhua 2000-08-19,,,,Daily Nation,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,2000-08-19 00:00:00.000,2000-08-19 00:00:00.000,0,0,1,0,1,1,1,501,
44010,KEN-2001-3-501-1,2001,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,Reuters 2001-07-27,,,,police/witnesses,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,2001-07-25 00:00:00.000,2001-07-25 00:00:00.000,0,0,0,0,0,7,0,501,
43763,KEN-2001-3-501-2,2001,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,Kenya,,,1.000000,38.000000,POINT (38 1),131477,Kenya,KEN,501,Africa,1,1,2001-12-31 00:00:00.000,2001-12-31 00:00:00.000,0,0,1,0,1,1,1,501,
44430,KEN-2005-3-501-1,2005,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,"Agence France-Presse (AFP) 2005-02-17 ""Police kill one in fresh Kenyan inter-tribe tension over water rights",,,,Rift Valley Provincial Commissioner Wilfred Ndolo,4,Rift Valley province,Rift Valley province,Rift Valley province,,0.500000,36.000000,POINT (36 0.5),130753,Kenya,KEN,501,Africa,1,1,2005-02-17 00:00:00.000,2005-02-17 00:00:00.000,0,0,0,0,0,1,0,501,
43781,KEN-2005-3-501-2,2005,0,Clear,3,91,469,Government of Kenya - Civilians,91,936,Government of Kenya - Civilians,91,91,Government of Kenya,9999,1,Civilians,-1,"All Africa 2005-02-21 ""Mourners Attack Journalist",,,,,1,Kitale town,Kitale town,Rift Valley province,Trans Nzoia district,1.016667,35.000000,POINT (35 1.016667),131471,Kenya,KEN,501,Africa,1,1,2005-02-19 00:00:00.000,2005-02-19 00:00:00.000,0,0,1,0,1,1,1,501,
